425,81,110,5,0,0,0,0,0,0,0,0,0,0
61,490,38,7,0,0,0,0,0,0,0,0,0,0
29,19,68,3,0,0,0,0,0,0,1,0,0,0
6,32,22,461,16,8,0,0,0,18,21,0,0,0
0,1,0,27,3,15,16,1,4,1,2,0,0,0
0,0,0,17,35,317,83,13,34,41,24,0,0,0
0,0,0,1,0,57,11,4,3,6,5,0,0,0
0,0,0,1,0,43,24,10,57,32,4,0,0,0
0,0,0,0,0,16,7,8,40,72,11,0,0,0
0,0,0,1,1,22,21,19,208,400,198,8,0,0
1,0,13,6,2,11,8,6,134,126,1028,35,2,0
0,0,0,2,0,0,0,0,5,2,113,562,94,0
0,0,0,0,0,0,0,0,0,0,0,71,627,0
0,0,0,0,0,0,0,0,0,0,0,0,0,687
