time,labels
0.17511521,tPNf
0.23580787,tPNf
0.14950635,tPNf
0.14666666,tPNf
0.21800947,tPNf
0.17590362,tPNf
0.16207951,tPNf
0.14945652,tPNf
0.23304348,tPNf
0.18838304,tPNf
0.19428572,tPNf
0.17729592,tPNf
0.1491876,tPNf
0.15766424,tPNf
0.16102841,tPNf
0.20648968,tPNf
0.2236842,tPNf
0.22956522,tPNf
0.17522658,tPNf
0.15227629,tPNf
0.15292096,tPNf
0.2090909,tPNf
0.20588236,tPNf
