572,226,503,23,19,14,5,0,0,2,0,0,0
431,743,367,89,49,32,18,1,7,16,6,0,15
69,31,168,27,1,0,0,0,0,0,1,0,0
21,40,50,1009,137,57,10,6,16,21,86,10,18
0,0,0,56,13,56,10,6,4,16,6,1,11
0,9,1,284,152,578,84,55,111,263,78,12,125
0,0,0,4,2,37,21,18,26,70,43,9,7
0,2,0,33,32,102,51,19,49,72,62,14,18
0,2,3,63,21,111,43,34,67,140,143,32,20
0,4,7,49,76,120,72,62,186,562,394,119,75
15,22,18,266,92,168,44,59,189,650,1096,413,200
0,0,0,2,3,8,16,10,31,103,347,760,395
0,4,1,14,5,8,1,8,17,51,57,305,1620
