479,33,105,4,0,0,0,0,0,0,0,0,0,0
102,420,62,12,0,0,0,0,0,0,0,0,0,0
28,9,80,3,0,0,0,0,0,0,0,0,0,0
22,18,25,429,34,36,0,0,0,2,18,0,0,0
1,0,1,30,10,20,6,0,1,0,1,0,0,0
1,1,0,25,54,358,35,10,37,21,21,1,0,0
0,0,0,1,3,46,0,13,2,4,18,0,0,0
0,0,0,2,2,61,16,13,33,40,4,0,0,0
0,0,0,0,0,17,4,7,28,89,8,1,0,0
0,0,0,2,14,47,23,31,185,425,143,8,0,0
2,0,27,42,7,5,6,15,172,208,843,44,1,0
1,0,0,1,1,0,1,0,8,10,109,509,138,0
9,1,0,3,1,0,1,0,0,0,0,48,635,0
0,0,0,0,0,0,0,0,0,0,0,0,0,687
