1230,242,24,27,0,0,0,0,0,0,0,0,2
252,1561,5,60,0,0,0,0,0,0,0,0,0
227,18,31,20,0,0,0,0,0,0,0,0,1
53,92,3,1197,50,11,25,16,2,1,39,5,1
0,0,0,88,16,22,28,12,2,0,17,0,1
0,0,0,353,147,321,338,181,21,27,87,5,6
0,0,0,47,11,36,143,62,11,6,63,28,1
0,0,0,13,9,41,53,100,25,39,94,12,2
0,0,0,13,8,20,95,70,31,45,336,7,0
0,0,0,37,15,37,142,144,63,242,1105,62,4
7,1,7,155,1,17,72,47,33,48,2677,244,15
0,0,0,9,0,0,1,0,1,0,358,1271,395
12,4,0,2,0,0,0,0,0,0,5,236,2038
